Hotel Name,Price (SAR),Rating,Reviews,Address,City,Check-in,Check-out,Search Area,Season_Type,Religious_Context,Latitude,Longitude,Stay_Duration,Price_Category
Rowaa Makarem,96.0,4.1,0.0,"Lat: 21.396075, Lng: 39.868688999999996",Makkah,2026-02-15,2026-02-20,Hotels in Al Naseem Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.396075,39.868689,5,Budget
فندق سواعد العالمية,141.0,3.8,242.0,"Lat: 21.3931065, Lng: 39.8701356",Makkah,2026-02-15,2026-02-20,Hotels in Al Naseem Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.3931065,39.8701356,5,Budget
فندق البيرق,152.0,4.0,921.0,"Lat: 21.3866037, Lng: 39.8241008",Makkah,2026-02-15,2026-02-20,Hotels in Kudai Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.3866037,39.8241008,5,Budget
فندق بودل اجياد مكة,389.0,4.3,351.0,"Lat: 21.400863599999997, Lng: 39.832756499999995",Makkah,2026-02-15,2026-02-20,Hotels in Kudai Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.4008636,39.8327565,5,Mid-Range
فندق لمار اجياد الاول برج ب,334.0,3.8,3525.0,"Lat: 21.4010023, Lng: 39.8308562",Makkah,2026-02-15,2026-02-20,Hotels in Kudai Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.4010023,39.8308562,5,Mid-Range
أبراج مريديان مكة,371.0,4.2,13214.0,"Lat: 21.4027954, Lng: 39.826543199999996",Makkah,2026-02-15,2026-02-20,Hotels in Kudai Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.4027954,39.8265432,5,Mid-Range
فندق سيف بلص 3 من اورفانا,233.0,4.7,558.0,"Lat: 21.4079131, Lng: 39.8342902",Makkah,2026-02-15,2026-02-20,Hotels in Kudai Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.4079131,39.8342902,5,Budget
فندق أسفار الحجاز 2,326.0,3.3,39.0,"Lat: 21.3849187, Lng: 39.834956299999995",Makkah,2026-02-15,2026-02-20,Hotels in Kudai Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.3849187,39.8349563,5,Mid-Range
فندق الجود,371.0,4.1,1070.0,"Lat: 21.3839604, Lng: 39.8264291",Makkah,2026-02-15,2026-02-20,Hotels in Kudai Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.3839604,39.8264291,5,Mid-Range
فندق رحاب المروة,371.0,3.9,528.0,"Lat: 21.4039678, Lng: 39.8305991",Makkah,2026-02-15,2026-02-20,Hotels in Kudai Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.4039678,39.8305991,5,Mid-Range
فندق الجاد كدي,371.0,4.3,198.0,"Lat: 21.3854851, Lng: 39.8310764",Makkah,2026-02-15,2026-02-20,Hotels in Kudai Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.3854851,39.8310764,5,Mid-Range
فندق أبراج القصواء,371.0,3.9,1384.0,"Lat: 21.4065074, Lng: 39.8300895",Makkah,2026-02-15,2026-02-20,Hotels in Kudai Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.4065074,39.8300895,5,Mid-Range
فندق الرحابة المكية ٣,176.0,3.8,38.0,"Lat: 21.3839066, Lng: 39.830763999999995",Makkah,2026-02-15,2026-02-20,Hotels in Kudai Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.3839066,39.830764,5,Budget
Lamar Ajyad First Tower A Hotel فندق لمار اجياد الاول برج أ,371.0,3.9,920.0,"Lat: 21.4008955, Lng: 39.8307664",Makkah,2026-02-15,2026-02-20,Hotels in Kudai Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.4008955,39.8307664,5,Mid-Range
MASARAT ROYAL HOTEL فندق مسارات رويال,371.0,3.9,320.0,"Lat: 21.3866716, Lng: 39.8265489",Makkah,2026-02-15,2026-02-20,Hotels in Kudai Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.3866716,39.8265489,5,Mid-Range
Al Olayan Palace Hotel,371.0,3.9,2350.0,"Lat: 21.4064419, Lng: 39.830307",Makkah,2026-02-15,2026-02-20,Hotels in Kudai Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.4064419,39.830307,5,Mid-Range
فندق روابي السلام,371.0,3.7,1179.0,"Lat: 21.4062917, Lng: 39.8336158",Makkah,2026-02-15,2026-02-20,Hotels in Kudai Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.4062917,39.8336158,5,Mid-Range
فندق زوار الحرم,284.0,4.3,27.0,"Lat: 21.427129, Lng: 39.814828299999995",Makkah,2026-02-15,2026-02-20,Hotels in Jarwal Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.427129,39.8148283,5,Budget
رمادا زاد التيسير,547.0,4.0,1040.0,"Lat: 21.4274988, Lng: 39.8146287",Makkah,2026-02-15,2026-02-20,Hotels in Jarwal Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.4274988,39.8146287,5,Mid-Range
OYO 473 Rasiyat Al Safa Hotel,371.0,5.0,2.0,"Lat: 21.435699, Lng: 39.819148999999996",Makkah,2026-02-15,2026-02-20,Hotels in Jarwal Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.435699,39.819149,5,Mid-Range
Zaayir jarwal,371.0,4.9,7.0,"Lat: 21.4344721, Lng: 39.8143489",Makkah,2026-02-15,2026-02-20,Hotels in Jarwal Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.4344721,39.8143489,5,Mid-Range
NOOR AL HIJAZ,371.0,5.0,4.0,"Lat: 21.427078599999998, Lng: 39.8176002",Makkah,2026-02-15,2026-02-20,Hotels in Jarwal Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.4270786,39.8176002,5,Mid-Range
فندق راسيات الصفا,371.0,3.8,102.0,"Lat: 21.434697999999997, Lng: 39.8186179",Makkah,2026-02-15,2026-02-20,Hotels in Jarwal Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.434698,39.8186179,5,Mid-Range
فندق جوهرة قريش 1,371.0,4.0,51.0,"Lat: 21.426438599999997, Lng: 39.8144639",Makkah,2026-02-15,2026-02-20,Hotels in Jarwal Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.4264386,39.8144639,5,Mid-Range
فندق وردة الوفاء,371.0,3.6,363.0,"Lat: 21.4274411, Lng: 39.816482199999996",Makkah,2026-02-15,2026-02-20,Hotels in Jarwal Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.4274411,39.8164822,5,Mid-Range
فندق اركان البيت جرول,371.0,4.1,33.0,"Lat: 21.4354443, Lng: 39.8158695",Makkah,2026-02-15,2026-02-20,Hotels in Jarwal Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.4354443,39.8158695,5,Mid-Range
Maysan el safa hotel,371.0,3.2,18.0,"Lat: 21.429445200000004, Lng: 39.8175483",Makkah,2026-02-15,2026-02-20,Hotels in Jarwal Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.429445200000004,39.8175483,5,Mid-Range
فندق أسكن,371.0,3.6,179.0,"Lat: 21.4295625, Lng: 39.8144375",Makkah,2026-02-15,2026-02-20,Hotels in Jarwal Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.4295625,39.8144375,5,Mid-Range
درة الأحباب,371.0,3.8,143.0,"Lat: 21.4350136, Lng: 39.820754",Makkah,2026-02-15,2026-02-20,Hotels in Jarwal Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.4350136,39.820754,5,Mid-Range
فندق ديار الضيافة,371.0,3.7,442.0,"Lat: 21.4338156, Lng: 39.8147102",Makkah,2026-02-15,2026-02-20,Hotels in Jarwal Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.4338156,39.8147102,5,Mid-Range
فندق ديار الرشد,371.0,4.1,339.0,"Lat: 21.4358751, Lng: 39.8196339",Makkah,2026-02-15,2026-02-20,Hotels in Jarwal Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.4358751,39.8196339,5,Mid-Range
Hotel Alam Al Haya فندق عالم الحیاۃ الفندقية,371.0,3.6,23.0,"Lat: 21.428009199999998, Lng: 39.816027",Makkah,2026-02-15,2026-02-20,Hotels in Jarwal Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.4280092,39.816027,5,Mid-Range
فندق سفير المسك (Safeer Almisk Hotel),371.0,3.5,584.0,"Lat: 21.4261178, Lng: 39.8142893",Makkah,2026-02-15,2026-02-20,Hotels in Jarwal Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.4261178,39.8142893,5,Mid-Range
Nawazi Watheer Hotel,371.0,3.8,4479.0,"Lat: 21.4289591, Lng: 39.8164879",Makkah,2026-02-15,2026-02-20,Hotels in Jarwal Makkah,Regular Umrah,Regular travel season with moderate hotel demand,21.4289591,39.8164879,5,Mid-Range
ملك فيلا - Three-Bedroom Villa,590.0,5.0,8.0,"Lat: 24.506689071655273, Lng: 39.67824935913086",Madinah,2026-02-15,2026-02-20,Hotels in Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.506689071655277,39.67824935913086,5,Mid-Range
فندق نواة المدينة,207.0,4.3,335.0,"Lat: 24.448600199999998, Lng: 39.5365221",Madinah,2026-02-15,2026-02-20,Hotels in Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.4486002,39.5365221,5,Budget
فندق حياة المدينة,272.0,3.6,911.0,"Lat: 24.4695559, Lng: 39.6278863",Madinah,2026-02-15,2026-02-20,Hotels in Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.4695559,39.6278863,5,Budget
فندق سدو بوتيك,372.0,4.4,288.0,"Lat: 24.495537799999997, Lng: 39.6206205",Madinah,2026-02-15,2026-02-20,Hotels in Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.4955378,39.6206205,5,Mid-Range
Afaq Al Masi Hotel,142.0,3.0,166.0,"Lat: 24.449334, Lng: 39.6223439",Madinah,2026-02-15,2026-02-20,Hotels in Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.449334,39.6223439,5,Budget
فندق جوهرة العالية,201.0,3.3,468.0,"Lat: 24.420339, Lng: 39.618314",Madinah,2026-02-15,2026-02-20,Hotels in Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.420339,39.618314,5,Budget
رامة المدينة للشقق المخدومة - Two-Bedroom Family Apartment,161.0,4.1,0.0,"Lat: 24.5156307220459, Lng: 39.711631774902344",Madinah,2026-02-15,2026-02-20,Hotels in Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.5156307220459,39.71163177490234,5,Budget
رامة المدينة للشقق المخدومة,160.0,4.5,164.0,"Lat: 24.5156328, Lng: 39.711482",Madinah,2026-02-15,2026-02-20,Hotels in Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.5156328,39.711482,5,Budget
فندق أنوار المدينة موڤنبيك,1182.0,4.5,48285.0,"Lat: 24.4712972, Lng: 39.6077118",Madinah,2026-02-15,2026-02-20,Hotels in Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.4712972,39.6077118,5,Premium
فندق ارتال طيبة,366.0,3.8,4051.0,"Lat: 24.4596911, Lng: 39.619664",Madinah,2026-02-15,2026-02-20,Hotels in Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.4596911,39.619664,5,Mid-Range
فندق المغاربي 2,239.0,4.1,270.0,"Lat: 24.4500033, Lng: 39.6223689",Madinah,2026-02-15,2026-02-20,Hotels in Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.4500033,39.6223689,5,Budget
فندق لفيف,420.0,4.4,550.0,"Lat: 24.4624103, Lng: 39.6566225",Madinah,2026-02-15,2026-02-20,Hotels in Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.4624103,39.6566225,5,Mid-Range
فندق سكون,493.0,4.1,1197.0,"Lat: 24.4861921, Lng: 39.611542199999995",Madinah,2026-02-15,2026-02-20,Hotels in Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.4861921,39.6115422,5,Mid-Range
فندق ذا سيزونز,317.0,4.3,531.0,"Lat: 24.452501700000003, Lng: 39.591574699999995",Madinah,2026-02-15,2026-02-20,Hotels in Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.452501700000003,39.5915747,5,Mid-Range
لمار طيبة للشقق المخدومة,198.0,3.6,104.0,"Lat: 24.4752624, Lng: 39.6569311",Madinah,2026-02-15,2026-02-20,Hotels in Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.4752624,39.6569311,5,Budget
فندق دار الإيمان إنتركونتيننتال,1744.0,4.8,23740.0,"Lat: 24.4714144, Lng: 39.60872",Madinah,2026-02-15,2026-02-20,Hotels in Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.4714144,39.60872,5,Luxury
فندق سوفيتيل شهد المدينة,1366.0,4.7,23086.0,"Lat: 24.4721174, Lng: 39.6116892",Madinah,2026-02-15,2026-02-20,Hotels in Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.4721174,39.6116892,5,Premium
فندق ركاز الماسي Rekaz Hotel,235.0,4.4,236.0,"Lat: 24.497238, Lng: 39.6879361",Madinah,2026-02-15,2026-02-20,Hotels in Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.497238,39.6879361,5,Budget
SALSBIL AL ALMASI HOTEL,361.0,4.3,26.0,"Lat: 24.472592, Lng: 39.581278999999995",Madinah,2026-02-15,2026-02-20,Hotels in Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.472592,39.581279,5,Mid-Range
فندق زمزم بولمان المدينة,1372.0,4.6,36696.0,"Lat: 24.464482999999998, Lng: 39.611374999999995",Madinah,2026-02-15,2026-02-20,Hotels in Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.464483,39.611375,5,Premium
فندق دار الإيمان الحرم,1220.0,4.3,6775.0,"Lat: 24.4722187, Lng: 39.613321",Makkah,2026-02-15,2026-02-20,Hotels near Al Masjid an Nabawi,Regular Umrah,Regular travel season with moderate hotel demand,24.4722187,39.613321,5,Premium
فندق ميلينيوم طيبة المدينة,989.0,4.6,5259.0,"Lat: 24.4653268, Lng: 39.6067256",Makkah,2026-02-15,2026-02-20,Hotels near Al Masjid an Nabawi,Regular Umrah,Regular travel season with moderate hotel demand,24.4653268,39.6067256,5,Premium
فندق رحاب النور,371.0,3.8,691.0,"Lat: 24.4652867, Lng: 39.609366699999995",Makkah,2026-02-15,2026-02-20,Hotels near Al Masjid an Nabawi,Regular Umrah,Regular travel season with moderate hotel demand,24.4652867,39.6093667,5,Mid-Range
فندق المناخة روتانا المدينة,922.0,4.7,4227.0,"Lat: 24.4641694, Lng: 39.6061902",Makkah,2026-02-15,2026-02-20,Hotels near Al Masjid an Nabawi,Regular Umrah,Regular travel season with moderate hotel demand,24.4641694,39.6061902,5,Premium
فندق المدينة الذهبي,371.0,3.6,1189.0,"Lat: 24.465319899999997, Lng: 39.6098777",Makkah,2026-02-15,2026-02-20,Hotels near Al Masjid an Nabawi,Regular Umrah,Regular travel season with moderate hotel demand,24.4653199,39.6098777,5,Mid-Range
فندق دار التقوى,1653.0,4.4,10892.0,"Lat: 24.47122, Lng: 39.6119014",Makkah,2026-02-15,2026-02-20,Hotels near Al Masjid an Nabawi,Regular Umrah,Regular travel season with moderate hotel demand,24.47122,39.6119014,5,Luxury
فندق مكارم برج المدينة,1413.0,4.8,610.0,"Lat: 24.472022199999998, Lng: 39.6103928",Makkah,2026-02-15,2026-02-20,Hotels near Al Masjid an Nabawi,Regular Umrah,Regular travel season with moderate hotel demand,24.4720222,39.6103928,5,Premium
فندق راما المدينه,893.0,3.3,1614.0,"Lat: 24.4639685, Lng: 39.60957",Makkah,2026-02-15,2026-02-20,Hotels near Al Masjid an Nabawi,Regular Umrah,Regular travel season with moderate hotel demand,24.4639685,39.60957,5,Premium
فندق الحياه بلازا,371.0,3.5,1677.0,"Lat: 24.4649212, Lng: 39.6088065",Makkah,2026-02-15,2026-02-20,Hotels near Al Masjid an Nabawi,Regular Umrah,Regular travel season with moderate hotel demand,24.4649212,39.6088065,5,Mid-Range
فندق فيو المدينه,371.0,4.8,1630.0,"Lat: 24.4643496, Lng: 39.6129471",Makkah,2026-02-15,2026-02-20,Hotels near Al Masjid an Nabawi,Regular Umrah,Regular travel season with moderate hotel demand,24.4643496,39.6129471,5,Mid-Range
فندق العقيق,1111.0,4.4,13521.0,"Lat: 24.471878399999998, Lng: 39.6095332",Makkah,2026-02-15,2026-02-20,Hotels near Al Masjid an Nabawi,Regular Umrah,Regular travel season with moderate hotel demand,24.4718784,39.6095332,5,Premium
فندق ون إن,371.0,3.8,982.0,"Lat: 24.465322, Lng: 39.609325999999996",Makkah,2026-02-15,2026-02-20,Hotels near Al Masjid an Nabawi,Regular Umrah,Regular travel season with moderate hotel demand,24.465322,39.609326,5,Mid-Range
أجنحة طيبة المدينة,2257.0,3.9,4923.0,"Lat: 24.471771699999998, Lng: 39.610177799999995",Makkah,2026-02-15,2026-02-20,Hotels near Al Masjid an Nabawi,Regular Umrah,Regular travel season with moderate hotel demand,24.4717717,39.6101778,5,Luxury
فندق ميراج السلام,371.0,3.9,3915.0,"Lat: 24.467095699999998, Lng: 39.6056144",Makkah,2026-02-15,2026-02-20,Hotels near Al Masjid an Nabawi,Regular Umrah,Regular travel season with moderate hotel demand,24.4670957,39.6056144,5,Mid-Range
فندق نسك الإيمان,371.0,3.9,243.0,"Lat: 24.4654176, Lng: 39.609299299999996",Makkah,2026-02-15,2026-02-20,Hotels near Al Masjid an Nabawi,Regular Umrah,Regular travel season with moderate hotel demand,24.4654176,39.6092993,5,Mid-Range
فندق رؤى الأندلس البلاتيني Roaa Al Andalus Platinum Hotel,830.0,3.4,649.0,"Lat: 24.4649091, Lng: 39.6101975",Makkah,2026-02-15,2026-02-20,Hotels near Al Masjid an Nabawi,Regular Umrah,Regular travel season with moderate hotel demand,24.4649091,39.6101975,5,Premium
"Spacious building with 56 bedrooms and AC, WiFi in fabulous Madinah",899.0,4.1,0.0,"Lat: 24.471050262451172, Lng: 39.61381149291992",Makkah,2026-02-15,2026-02-20,Hotels near Al Masjid an Nabawi,Regular Umrah,Regular travel season with moderate hotel demand,24.47105026245117,39.61381149291992,5,Premium
جناح خاص مجاور للحرم النبوي الشريف - Apartment,2899.0,4.1,0.0,"Lat: 24.471200942993164, Lng: 39.61022186279297",Makkah,2026-02-15,2026-02-20,Hotels near Al Masjid an Nabawi,Regular Umrah,Regular travel season with moderate hotel demand,24.471200942993164,39.61022186279297,5,Luxury
فندق هاوان hotel how in,376.0,4.6,573.0,"Lat: 24.478745999999997, Lng: 39.6518216",Madinah,2026-02-15,2026-02-20,Hotels in Central Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.478746,39.6518216,5,Mid-Range
فندق راسيا,491.0,4.7,484.0,"Lat: 24.4549885, Lng: 39.6192949",Madinah,2026-02-15,2026-02-20,Hotels in Central Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.4549885,39.6192949,5,Mid-Range
أجنحة رفاء الفندقية,277.0,5.0,49.0,"Lat: 24.452117899999998, Lng: 39.539024",Madinah,2026-02-15,2026-02-20,Hotels in Central Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.4521179,39.539024,5,Budget
فندق غسن المدينة المنورة,413.0,4.3,901.0,"Lat: 24.4828855, Lng: 39.6418852",Madinah,2026-02-15,2026-02-20,Hotels in Central Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.4828855,39.6418852,5,Mid-Range
فندق إيوان دار الهجرة,413.0,4.1,3670.0,"Lat: 24.4885613, Lng: 39.6107319",Madinah,2026-02-15,2026-02-20,Hotels in Central Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.4885613,39.6107319,5,Mid-Range
حياة روز للشقق المخدومة,230.0,4.6,57.0,"Lat: 24.421652899999998, Lng: 39.599155599999996",Madinah,2026-02-15,2026-02-20,Hotels in Central Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.4216529,39.5991556,5,Budget
Al Awali Economic Apartments,199.0,3.5,18.0,"Lat: 24.462663650512695, Lng: 39.61916732788086",Madinah,2026-02-15,2026-02-20,Hotels in Central Madinah,Regular Umrah,Regular travel season with moderate hotel demand,24.46266365051269,39.61916732788086,5,Budget
